,mmsi,basedatetime,lat,lon,sog,cog,heading,vesselname,imo,callsign,vesseltype,vesselstatus,vessellength,vesselwidth,draft,cargo,geom,id,geometry,distance
13088,367412830,2016-01-13 11:41:56,44.29944,-124.28177,1.8,49.5,511.0,,,,,under way using engine,,,,,0101000020E61000009CBF098508125FC09F8EC70C54264640,8854749,POINT (397753.2577934524 4905930.684965872),37580.78524915705
13120,367412830,2016-01-13 10:42:26,44.28243,-124.30089,3.2,27.9,511.0,,,,,under way using engine,,,,,0101000020E6100000616C21C841135FC063B48EAA26244640,8855492,POINT (396198.0885322182 4904065.324213929),39424.73341451574
13132,367412830,2016-01-13 11:32:24,44.29702,-124.28479,2.7,28.1,511.0,,,,,under way using engine,,,,,0101000020E6100000950ED6FF39125FC0042159C004264640,8856036,POINT (397508.1411732085 4905665.654070329),37838.073308875835
13133,367412830,2016-01-13 11:48:15,44.30107,-124.27981,1.8,-112.4,511.0,,,,,under way using engine,,,,,0101000020E610000000C63368E8115FC043E7357689264640,8856052,POINT (397912.4325570104 4906109.294829972),37408.126260764955
13167,367412830,2016-01-13 11:50:05,44.3015,-124.27909,3.6,25.2,511.0,,,,,under way using engine,,,,,0101000020E610000000A94D9CDC115FC03BDF4F8D97264640,8857599,POINT (397970.6104171353 4906156.160926682),37363.60338275361
13171,367412830,2016-01-13 12:07:35,44.30621,-124.27372,1.8,21.3,511.0,,,,,under way using engine,,,,,0101000020E6100000B610E4A084115FC0A5DAA7E331274640,8857706,POINT (398407.0865589329 4906672.655565192),36868.01744639169
13179,368206000,2016-01-13 12:11:20,44.19901,-124.24227,9.7,2.9,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E610000053B3075A810F5FC0DAC9E02879194640,8857966,POINT (400735.3913930706 4894727.104540437),48949.20867470243
13185,367412830,2016-01-13 11:04:45,44.28949,-124.29341,1.7,-101.0,511.0,,,,,under way using engine,,,,,0101000020E61000007094BC3AC7125FC0704221020E254640,8858267,POINT (396807.3054646792 4904840.071583795),38650.685508098584
13194,367412830,2016-01-13 11:05:55,44.28983,-124.29298,1.8,38.8,511.0,,,,,under way using engine,,,,,0101000020E610000074982F2FC0125FC029B3412619254640,8858659,POINT (396842.2077042899 4904877.296018895),38613.792801759584
13207,368206000,2016-01-13 12:16:00,44.21116,-124.23866,9.8,13.7,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E610000041B79734460F5FC0971C774A071B4640,8859500,POINT (401044.1976652939 4896072.281614593),47638.04678635666
13243,367412830,2016-01-13 10:45:46,44.28342,-124.2997,2.6,17.3,511.0,,,,,under way using engine,,,,,0101000020E61000001EA7E8482E135FC02384471B47244640,8861019,POINT (396294.7845373641 4904173.782733163),39315.753454635764
13244,367412830,2016-01-13 12:16:15,44.30425,-124.28233,6.1,-129.1,511.0,,,,,under way using engine,,,,,0101000020E6100000802BD9B111125FC06DE7FBA9F1264640,8861294,POINT (397716.9393205107 4906465.651115065),37044.89017853114
13267,367412830,2016-01-13 11:40:25,44.29905,-124.28222,1.7,43.5,511.0,,,,,under way using engine,,,,,0101000020E6100000BC9179E40F125FC035EF384547264640,8862348,POINT (397716.683982842 4905887.927011287),37622.27790418992
13268,367412830,2016-01-13 11:44:44,44.3002,-124.28088,2.8,68.5,511.0,,,,,under way using engine,,,,,0101000020E61000006E861BF0F9115FC02D211FF46C264640,8862355,POINT (397825.5716184566 4906013.992442554),37500.09206508064
13273,367412830,2016-01-13 10:51:34,44.28529,-124.29781,1.0,31.9,511.0,,,,,under way using engine,,,,,0101000020E6100000FE9AAC510F135FC01CF0F96184244640,8862509,POINT (396448.8770175494 4904379.104130084),39110.088759651706
13276,368206000,2016-01-13 12:17:09,44.21418,-124.23771,10.0,13.0,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E6100000A9FB00A4360F5FC088BA0F406A1B4640,8862715,POINT (401125.1466778832 4896406.577331919),47313.22789894142
13278,369915000,2016-01-13 11:12:43,44.54651,-124.56166,5.3,155.0,179.0,CG FIR,IMO9259977,NAYV,1018,under way using engine,68.58,14.02,4.0,90,0101000020E61000002BDEC83CF2235FC0EE77280AF4454640,8863051,POINT (375950.012432212 4933761.474345583),22699.435885609753
13279,369915000,2016-01-13 11:15:12,44.5439,-124.56162,3.5,163.9,175.0,CG FIR,IMO9259977,NAYV,1018,under way using engine,68.58,14.02,4.0,90,0101000020E6100000E4310395F1235FC0AF25E4839E454640,8863060,POINT (375947.6455664926 4933471.496970819),22827.334574850338
13301,367412830,2016-01-13 11:12:54,44.29181,-124.29089,0.3,39.2,511.0,,,,,under way using engine,,,,,0101000020E6100000F12E17F19D125FC0A852B3075A254640,8863968,POINT (397012.4155490689 4905094.597028543),38398.57657869713
13310,367412830,2016-01-13 11:56:55,44.30328,-124.27684,2.2,52.9,511.0,,,,,under way using engine,,,,,0101000020E6100000618E1EBFB7115FC0F4C308E1D1264640,8864811,POINT (398153.1652085696 4906351.076966974),37176.71734309962
13326,367412830,2016-01-13 10:58:25,44.28755,-124.2955,0.5,15.4,511.0,,,,,under way using engine,,,,,0101000020E6100000F4FDD478E9125FC07FFB3A70CE244640,8865779,POINT (396637.1545938022 4904627.218738347),38862.37914831256
13349,367412830,2016-01-13 11:18:16,44.29333,-124.28934,4.1,9.7,511.0,,,,,under way using engine,,,,,0101000020E61000002D5BEB8B84125FC0C47762D68B254640,8867643,POINT (397138.7291316364 4905261.485158519),38233.741471679044
13375,367412830,2016-01-13 11:51:24,44.30183,-124.27866,0.5,57.7,511.0,,,,,under way using engine,,,,,0101000020E610000004ADC090D5115FC0D1798D5DA2264640,8869060,POINT (398005.4818737439 4906192.280672533),37328.94123709826
13384,368206000,2016-01-13 12:23:10,44.22961,-124.23194,9.8,17.1,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E610000097A8DE1AD80E5FC0D36A48DC631D4640,8869323,POINT (401611.7918234096 4898113.503160165),45667.27490332755
13412,367412830,2016-01-13 11:03:26,44.28913,-124.29379,1.5,33.8,511.0,,,,,under way using engine,,,,,0101000020E610000014799274CD125FC070253B3602254640,8870967,POINT (396776.3570114527 4904800.562933572),38689.92666362243
13464,368206000,2016-01-13 12:26:01,44.23685,-124.2286,9.4,19.5,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E610000066F7E461A10E5FC05F07CE19511E4640,8873465,POINT (401890.5711078934 4898913.676341765),44905.16587104405
13493,367412830,2016-01-13 11:15:15,44.2925,-124.29018,2.9,-54.2,511.0,,,,,under way using engine,,,,,0101000020E6100000037D224F92125FC03D0AD7A370254640,8874438,POINT (397070.2651702556 4905170.347154479),38323.71273842172
13494,367412830,2016-01-13 12:04:05,44.30528,-124.27474,4.2,44.7,511.0,,,,,under way using engine,,,,,0101000020E6100000CBB9145795115FC0BB0F406A13274640,8874657,POINT (398324.1246462202 4906570.620311979),36965.632817334495
13499,367412830,2016-01-13 12:18:45,44.30425,-124.28797,6.5,-124.3,511.0,,,,,under way using engine,,,,,0101000020E6100000AA0EB9196E125FC06DE7FBA9F1264640,8874797,POINT (397267.0715224224 4906472.700253969),37025.30105796163
13507,367412830,2016-01-13 12:35:15,44.29717,-124.32342,6.1,-152.5,511.0,,,,,under way using engine,,,,,0101000020E6100000D4B7CCE9B2145FC019ADA3AA09264640,8875211,POINT (394426.7556681361 4905731.308883147),37812.556545538566
13508,367412830,2016-01-13 12:36:26,44.29648,-124.32594,4.6,-164.9,511.0,,,,,under way using engine,,,,,0101000020E6100000541D7233DC145FC084F57F0EF3254640,8875217,POINT (394224.4877697909 4905657.914077063),37897.23582431485
13509,367412830,2016-01-13 12:05:15,44.30557,-124.27434,3.3,55.2,511.0,,,,,under way using engine,,,,,0101000020E610000004FF5BC98E115FC0C251F2EA1C274640,8875228,POINT (398356.5301007736 4906602.336097891),36935.607692599726
13512,367412830,2016-01-13 11:35:15,44.29772,-124.28391,2.1,103.0,511.0,,,,,under way using engine,,,,,0101000020E61000007940D9942B125FC0BCAE5FB01B264640,8875473,POINT (397579.5589289697 4905742.306929008),37763.50086514353
13513,367412830,2016-01-13 11:19:26,44.29365,-124.289,0.4,17.7,511.0,,,,,under way using engine,,,,,0101000020E6100000D122DBF97E125FC0363CBD5296254640,8875498,POINT (397166.4123616595 4905296.602649916),38199.131862133814
13546,367412830,2016-01-13 10:00:35,44.26982,-124.31368,2.9,12.4,511.0,,,,,under way using engine,,,,,0101000020E6100000325A475513145FC043E7357689224640,8876989,POINT (395155.1080833041 4902680.942070141),40829.0883501891
13571,368206000,2016-01-13 12:33:30,44.25582,-124.2204,9.2,13.8,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E610000075029A081B0E5FC0D4D4B2B5BE204640,8877794,POINT (402576.701899332 4901010.972734702),42916.432420215264
13573,368206000,2016-01-13 12:18:30,44.21769,-124.23665,9.8,10.0,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E61000004CA60A46250F5FC047551344DD1B4640,8877816,POINT (401215.6945262704 4896795.16746972),46935.63676921274
13574,368206000,2016-01-13 12:19:40,44.22069,-124.23599,9.9,15.0,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E6100000B70BCD751A0F5FC0F146E6913F1C4640,8877818,POINT (401273.429822583 4897127.592457574),46610.86276261382
13576,368206000,2016-01-13 12:22:00,44.22662,-124.23335,9.4,17.5,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E610000062A1D634EF0E5FC04C4F58E2011D4640,8877828,POINT (401494.1951560598 4897783.085075612),45982.57382244431
13577,368206000,2016-01-13 12:31:00,44.24941,-124.22276,9.3,18.6,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E6100000D8B628B3410E5FC0CEA5B8AAEC1F4640,8877846,POINT (402377.6999944668 4900301.795610199),43591.02163554896
13579,367412830,2016-01-13 11:27:44,44.29575,-124.28624,1.3,36.6,511.0,,,,,under way using engine,,,,,0101000020E6100000A7B393C151125FC060E5D022DB254640,8877861,POINT (397390.2575174648 4905526.402470487),37974.19916131805
13598,367412830,2016-01-13 12:43:46,44.29306,-124.34235,6.8,-162.9,511.0,,,,,under way using engine,,,,,0101000020E61000004772F90FE9155FC004E275FD82254640,8878948,POINT (392909.1741572706 4905299.331852667),38354.52570529901
13599,367412830,2016-01-13 12:46:15,44.29239,-124.34809,7.0,-139.5,511.0,,,,,under way using engine,,,,,0101000020E61000002384471B47165FC0B6D617096D254640,8878969,POINT (392450.0196938166 4905232.421561658),38466.293765422575
13631,367412830,2016-01-13 12:20:35,44.3043,-124.29213,5.8,-159.3,511.0,,,,,under way using engine,,,,,0101000020E61000008D0B0742B2125FC01E166A4DF3264640,8880299,POINT (396935.3416191015 4906483.473173329),37008.77849009925
13649,368206000,2016-01-13 12:34:50,44.25927,-124.21922,9.3,14.3,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E610000044A852B3070E5FC0BE6A65C22F214640,8880895,POINT (402676.5921558369 4901392.776622212),42553.04147808597
13655,368206000,2016-01-13 12:27:10,44.23975,-124.22726,9.3,17.6,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E610000018EC866D8B0E5FC0A69BC420B01E4640,8881026,POINT (402002.390983125 4899234.188429351),44600.782408485386
13672,367412830,2016-01-13 12:21:45,44.30415,-124.29478,6.6,-141.8,511.0,,,,,under way using engine,,,,,0101000020E6100000F4E0EEACDD125FC0098A1F63EE264640,8881347,POINT (396723.704700113 4906470.145509467),37019.989311968864
13676,367412830,2016-01-13 12:48:55,44.29169,-124.35424,6.3,-134.1,511.0,,,,,under way using engine,,,,,0101000020E6100000D8BB3FDEAB165FC0FE48111956254640,8881528,POINT (391958.0896503319 4905162.751004307),38589.869625926505
13683,368206000,2016-01-13 12:47:00,44.29123,-124.21708,9.5,-54.1,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E6100000672783A3E40D5FC09ACE4E0647254640,8881655,POINT (402900.0673663215 4904940.161648027),39083.36735631055
13692,368206000,2016-01-13 12:29:49,44.24645,-124.22415,9.9,19.2,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E61000007FD93D79580E5FC0B30C71AC8B1F4640,8881866,POINT (402261.8229977376 4899974.672286679),43899.67230985447
13702,368206000,2016-01-13 12:20:50,44.22372,-124.23466,9.4,17.5,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E61000007B6B60AB040F5FC006BB61DBA21C4640,8882143,POINT (401384.7249062097 4897462.545574383),46289.42356669195
13743,367412830,2016-01-13 12:33:45,44.29801,-124.3204,6.4,-164.4,511.0,,,,,under way using engine,,,,,0101000020E6100000DC68006F81145FC0C3F0113125264640,8884109,POINT (394669.1733081687 4905820.728841192),37710.98075511638
13744,367412830,2016-01-13 12:51:35,44.29476,-124.35782,6.5,-77.2,511.0,,,,,under way using engine,,,,,0101000020E6100000B476DB85E6165FC0A01518B2BA254640,8884132,POINT (391678.1185023536 4905508.470505754),38280.491566092496
13745,367412830,2016-01-13 11:37:56,44.29846,-124.28305,0.3,42.0,511.0,,,,,under way using engine,,,,,0101000020E61000008048BF7D1D125FC00395F1EF33264640,8884214,POINT (397649.4490943337 4905823.428478557),37684.557373250755
13757,368206000,2016-01-13 12:52:59,44.30682,-124.212,9.4,12.8,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E610000021B07268910D5FC01EE1B4E045274640,8884711,POINT (403330.9432510818 4906665.809532716),37459.03431715795
13796,368206000,2016-01-13 12:37:10,44.26526,-124.21716,9.6,13.9,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E6100000F67F0EF3E50D5FC0EE77280AF4214640,8887309,POINT (402850.8971121378 4902055.667115909),41923.5958086186
13803,367412830,2016-01-13 13:00:35,44.31083,-124.36266,6.5,-57.2,511.0,,,,,under way using engine,,,,,0101000020E610000050E449D235175FC0CF4E0647C9274640,8887675,POINT (391321.65524118 4907299.840891813),36552.2331667864
13804,367412830,2016-01-13 12:40:46,44.29392,-124.33529,6.3,-159.4,511.0,,,,,under way using engine,,,,,0101000020E6100000412B306475155FC0F6D1A92B9F254640,8887701,POINT (393473.9687938885 4905385.663299287),38220.30604097096
13824,367412830,2016-01-13 10:28:25,44.2781,-124.30539,1.8,61.4,511.0,,,,,under way using engine,,,,,0101000020E6100000A1A17F828B135FC04182E2C798234640,8888143,POINT (395831.3667617998 4903590.076581461),39904.057725687155
13825,367412830,2016-01-13 12:58:26,44.30704,-124.36161,7.0,-62.7,511.0,,,,,under way using engine,,,,,0101000020E610000005FA449E24175FC02C4833164D274640,8888193,POINT (391398.408375549 4906877.477031969),36959.863363267395
13836,367412830,2016-01-13 13:04:25,44.31736,-124.36427,3.8,46.4,511.0,,,,,under way using engine,,,,,0101000020E61000007E3A1E3350175FC07F87A2409F284640,8888943,POINT (391205.3171310956 4908027.293839483),35849.01405386689
13869,368206000,2016-01-13 12:59:00,44.32232,-124.20656,9.6,15.1,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E61000005A2A6F47380D5FC0616C21C841294640,8890579,POINT (403790.1707103893 4908381.067673961),35865.30667479686
13877,368206000,2016-01-13 13:00:10,44.32535,-124.20554,9.8,14.1,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E610000045813E91270D5FC076E09C11A5294640,8890910,POINT (403876.4533194951 4908716.42776256),35554.99176029335
13879,368206000,2016-01-13 13:03:50,44.3349,-124.20245,9.4,13.2,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E6100000D044D8F0F40C5FC017B7D100DE2A4640,8890918,POINT (404138.3936755399 4909773.574480179),34579.03156925738
13885,368206000,2016-01-13 12:43:20,44.28151,-124.21679,9.6,-50.4,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E610000064062AE3DF0D5FC09CBF098508244640,8891087,POINT (402907.1919733725 4903860.178649398),40150.12310951219
13950,367412830,2016-01-13 10:37:26,44.28085,-124.30247,1.5,8.1,511.0,,,,,under way using engine,,,,,0101000020E61000005A8121AB5B135FC0728A8EE4F2234640,8895099,POINT (396069.2291469569 4903891.827324614),39599.28658576954
13958,368206000,2016-01-13 12:45:49,44.2881,-124.21698,9.6,1.2,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E6100000B6F81400E30D5FC022FDF675E0244640,8895953,POINT (402902.8882666669 4904592.381313843),39426.89550049206
13979,367412830,2016-01-13 12:37:55,44.29559,-124.32915,6.9,-150.3,511.0,,,,,under way using engine,,,,,0101000020E61000009E5E29CB10155FC02783A3E4D5254640,8896496,POINT (393966.8102606367 4905563.202276584),38007.81199788339
13980,367412830,2016-01-13 11:52:35,44.3021,-124.27824,2.5,53.9,511.0,,,,,under way using engine,,,,,0101000020E6100000191C25AFCE115FC0910F7A36AB264640,8896560,POINT (398039.4514206859 4906221.748566323),37300.92212288694
13986,367412830,2016-01-13 12:50:05,44.2924,-124.35613,6.2,-78.5,511.0,,,,,under way using engine,,,,,0101000020E6100000F7C77BD5CA165FC0DAACFA5C6D254640,8896789,POINT (391808.6075315659 4905244.104731867),38526.83144364643
13990,367412830,2016-01-13 10:43:35,44.28278,-124.30044,1.8,27.1,511.0,,,,,under way using engine,,,,,0101000020E6100000419AB1683A135FC040FB912232244640,8896984,POINT (396234.6117172192 4904103.630928556),39386.20213954104
14004,368206000,2016-01-13 12:10:10,44.19587,-124.2425,10.0,0.6,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E6100000EC51B81E850F5FC03E22A64412194640,8897416,POINT (400711.7395306322 4894378.614990276),49294.329496262595
14073,368206000,2016-01-13 12:39:30,44.27143,-124.21638,10.2,0.3,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E61000008BE07F2BD90D5FC09F93DE37BE224640,8900099,POINT (402923.3112709257 4902740.068984636),41258.60926826265
14075,368206000,2016-01-13 12:49:21,44.29742,-124.2155,9.9,18.0,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E61000006F1283C0CA0D5FC09296CADB11264640,8900130,POINT (403036.3095272973 4905625.842051324),38430.30925611411
14085,367412830,2016-01-13 13:10:05,44.31707,-124.36192,2.7,56.5,511.0,,,,,under way using engine,,,,,0101000020E61000002CF180B229175FC07845F0BF95284640,8900440,POINT (391392.1854304277 4907991.966766078),35857.07538239025
14109,367412830,2016-01-13 12:01:46,44.30469,-124.2755,1.4,-60.1,511.0,,,,,under way using engine,,,,,0101000020E61000001283C0CAA1115FC089B5F81400274640,8901561,POINT (398262.486054676 4906506.028847291),37027.08947412817
14126,368206000,2016-01-13 12:44:40,44.28506,-124.21691,9.3,0.0,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E6100000390B7BDAE10D5FC0EAB298D87C244640,8902801,POINT (402903.4648808726 4904254.633337978),39760.234297803785
14128,368206000,2016-01-13 13:08:49,44.34792,-124.19808,10.1,14.4,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E6100000787FBC57AD0C5FC0EACF7EA4882C4640,8902815,POINT (404507.9189175738 4911214.67066677),33262.937099361196
14150,368206000,2016-01-13 13:13:10,44.35915,-124.19443,9.4,13.3,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E61000001FD7868A710C5FC0E02D90A0F82D4640,8904183,POINT (404817.0219150237 4912457.799645549),32137.1551828507
14204,368206000,2016-01-13 12:48:10,44.29438,-124.21684,9.7,9.0,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E6100000BD1DE1B4E00D5FC0594C6C3EAE254640,8905852,POINT (402924.4047845886 4905289.761253318),38742.64397547311
14206,368206000,2016-01-13 12:50:40,44.30085,-124.21407,9.8,16.4,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E61000008143A852B30D5FC03480B74082264640,8905857,POINT (403156.0238914515 4906005.137476662),38077.536307874725
14207,368206000,2016-01-13 13:14:19,44.3621,-124.19345,9.3,12.6,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E610000051DA1B7C610C5FC0D8F0F44A592E4640,8905869,POINT (404899.8901954638 4912784.334172118),31843.83383440781
14209,368206000,2016-01-13 12:08:51,44.19238,-124.24265,9.9,2.5,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E6100000F697DD93870F5FC0C63368E89F184640,8905886,POINT (400693.8913676291 4893991.153683078),49678.83321433722
14215,368206000,2016-01-13 13:20:49,44.37913,-124.18909,9.7,13.9,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E61000000A80F10C1A0C5FC05C77F35487304640,8906420,POINT (405274.7749419044 4914670.90020309),30136.428898539685
14246,368206000,2016-01-13 12:24:20,44.23256,-124.23059,9.7,15.1,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E610000038328FFCC10E5FC0CB2DAD86C41D4640,8907892,POINT (401724.5191304738 4898439.552212058),45356.27010257204
14252,368206000,2016-01-13 13:25:29,44.39105,-124.18491,9.1,12.8,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E610000004ADC090D50B5FC0E78C28ED0D324640,8907922,POINT (405626.9185397148 4915990.098951232),28986.94653465589
14271,368206000,2016-01-13 12:57:40,44.31882,-124.20776,9.7,12.5,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E6100000AF5A99F04B0D5FC0C6A70018CF284640,8908758,POINT (403688.7572424144 4907993.715083374),36224.19249401448
14275,367412830,2016-01-13 12:54:26,44.29987,-124.35947,6.4,-61.1,511.0,,,,,under way using engine,,,,,0101000020E61000002979758E01175FC09886E12362264640,8908963,POINT (391555.8940505983 4906078.240995354),37730.939669971485
14297,368206000,2016-01-13 13:32:40,44.40912,-124.17732,9.3,15.2,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E61000004F3BFC35590B5FC0DC114E0B5E344640,8910073,POINT (406260.2923445759 4917988.525943771),27319.24208626094
14337,367412830,2016-01-13 13:06:55,44.31573,-124.36224,3.7,119.8,511.0,,,,,under way using engine,,,,,0101000020E61000006553AEF02E175FC0DC2E34D769284640,8911676,POINT (391364.1938367047 4907843.550475821),36007.95854815469
14348,368206000,2016-01-13 12:14:49,44.20805,-124.23968,9.9,12.7,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E61000005760C8EA560F5FC066F7E461A11A4640,8912397,POINT (400957.4977635067 4895728.074784741),47972.46028918732
14349,368206000,2016-01-13 12:40:40,44.27448,-124.21677,9.4,-56.7,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E61000004030478FDF0D5FC0FAB31F2922234640,8912417,POINT (402897.2091166297 4903079.305490857),40919.48165313145
14350,368206000,2016-01-13 12:41:50,44.27753,-124.21665,9.4,-50.8,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E61000006B2BF697DD0D5FC056D4601A86234640,8912418,POINT (402911.8084239314 4903417.938773553),40587.41891475822
14352,368206000,2016-01-13 13:29:40,44.40151,-124.18004,9.4,13.4,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E610000033FE7DC6850B5FC02C82FFAD64334640,8912427,POINT (406031.538327839 4917146.353903461),28028.030411336462
14353,368206000,2016-01-13 13:31:19,44.40568,-124.17854,9.4,15.3,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E6100000C84109336D0B5FC015527E52ED334640,8912428,POINT (406157.6535048638 4917607.821238726),27638.759123487594
14380,368206000,2016-01-13 13:36:50,44.41987,-124.17485,9.4,4.0,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E610000029ED0DBE300B5FC02849D74CBE354640,8913717,POINT (406474.0951834653 4919179.771995297),26291.47276693632
14384,367412830,2016-01-13 12:17:35,44.30425,-124.2853,4.3,-153.1,511.0,,,,,under way using engine,,,,,0101000020E61000002063EE5A42125FC06DE7FBA9F1264640,8914282,POINT (397480.0408555614 4906469.35930423),37033.898456298826
14387,367412830,2016-01-13 12:39:06,44.29489,-124.33169,5.9,-152.4,511.0,,,,,under way using engine,,,,,0101000020E6100000419AB1683A155FC06FF59CF4BE254640,8914416,POINT (393762.918074186 4905488.736688302),38096.00636028518
14388,367412830,2016-01-13 12:24:26,44.3031,-124.30063,5.8,-155.3,511.0,,,,,under way using engine,,,,,0101000020E6100000938C9C853D135FC074B515FBCB264640,8914665,POINT (396255.2361650867 4906360.900380204),37128.852544003224
14395,368206000,2016-01-13 13:15:41,44.36562,-124.19236,9.8,9.1,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E6100000BF4351A04F0C5FC0BB61DBA2CC2E4640,8914792,POINT (404992.4372608506 4913174.055259822),31493.17102149115
14396,368206000,2016-01-13 13:18:01,44.37176,-124.1911,10.0,7.8,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E610000000917EFB3A0C5FC001FBE8D4952F4640,8914799,POINT (405102.7504099139 4913854.598844162),30869.340680631864
14408,367412830,2016-01-13 13:12:35,44.31857,-124.36218,4.5,24.6,511.0,,,,,under way using engine,,,,,0101000020E6100000FAD005F52D175FC04DBED9E6C6284640,8915421,POINT (391374.2192607987 4908158.923382189),35694.35721408231
14410,367412830,2016-01-13 12:27:26,44.30155,-124.30698,7.0,-166.8,511.0,,,,,under way using engine,,,,,0101000020E6100000AB21718FA5135FC0ED0DBE3099264640,8915693,POINT (395745.982617128 4906196.78675157),37299.22849428036
14412,368206000,2016-01-13 13:42:21,44.43386,-124.17201,9.2,7.7,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E610000070253B36020B5FC0738577B988374640,8915863,POINT (406722.4327806675 4920730.492887963),24965.73125669891
14413,368206000,2016-01-13 13:43:41,44.4372,-124.17152,8.6,7.1,511.0,MISS SARAH,IMO8942034,WDD9129,1001,undefined,28.68,8.23,,30,0101000020E610000009A7052FFA0A5FC0D5E76A2BF6374640,8915868,POINT (406766.7424195885 4921100.930949302),24647.00892734576
14416,354410000,2016-01-13 13:39:42,44.92527,-124.74407,13.8,199.0,196.0,SAGITTARIUS LEADER,IMO9283887,3EAB7,1004,under way using engine,199.94,32.26,10.0,70,0101000020E6100000D2FBC6D79E2F5FC026FC523F6F764640,8915945,POINT (362361.9513255811 4976128.467810686),47201.270254163865
